properties{
  x = 0,
  y = 0,
  width = 1280,
  height = 720,
  tileset = "tileset2",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 32,
  height = 32,
  pattern = "232",
}

tile{
  layer = 0,
  x = 32,
  y = 0,
  width = 32,
  height = 32,
  pattern = "233",
}

tile{
  layer = 0,
  x = 64,
  y = 32,
  width = 32,
  height = 32,
  pattern = "246",
}

tile{
  layer = 0,
  x = 0,
  y = 32,
  width = 32,
  height = 32,
  pattern = "244",
}

tile{
  layer = 0,
  x = 64,
  y = 0,
  width = 32,
  height = 32,
  pattern = "234",
}

tile{
  layer = 0,
  x = 96,
  y = 0,
  width = 736,
  height = 32,
  pattern = "232",
}

tile{
  layer = 0,
  x = 128,
  y = 0,
  width = 736,
  height = 32,
  pattern = "233",
}

tile{
  layer = 0,
  x = 128,
  y = 32,
  width = 736,
  height = 32,
  pattern = "245",
}

tile{
  layer = 0,
  x = 160,
  y = 32,
  width = 736,
  height = 32,
  pattern = "246",
}

tile{
  layer = 0,
  x = 96,
  y = 32,
  width = 736,
  height = 32,
  pattern = "244",
}

tile{
  layer = 0,
  x = 160,
  y = 0,
  width = 736,
  height = 32,
  pattern = "234",
}

tile{
  layer = 0,
  x = 32,
  y = 32,
  width = 32,
  height = 32,
  pattern = "233",
}

tile{
  layer = 0,
  x = 0,
  y = 16,
  width = 32,
  height = 704,
  pattern = "232",
}

tile{
  layer = 0,
  x = 32,
  y = 16,
  width = 32,
  height = 704,
  pattern = "245",
}

tile{
  layer = 0,
  x = 32,
  y = 0,
  width = 32,
  height = 704,
  pattern = "233",
}

tile{
  layer = 0,
  x = 64,
  y = 16,
  width = 32,
  height = 704,
  pattern = "246",
}

tile{
  layer = 0,
  x = 64,
  y = 0,
  width = 32,
  height = 704,
  pattern = "234",
}

tile{
  layer = 0,
  x = 1248,
  y = 16,
  width = 32,
  height = 704,
  pattern = "246",
}

tile{
  layer = 0,
  x = 1248,
  y = -16,
  width = 32,
  height = 704,
  pattern = "234",
}

tile{
  layer = 0,
  x = 896,
  y = 0,
  width = 288,
  height = 32,
  pattern = "232",
}

tile{
  layer = 0,
  x = 928,
  y = 0,
  width = 288,
  height = 32,
  pattern = "233",
}

tile{
  layer = 0,
  x = 928,
  y = 32,
  width = 288,
  height = 32,
  pattern = "245",
}

tile{
  layer = 0,
  x = 960,
  y = 32,
  width = 288,
  height = 32,
  pattern = "246",
}

tile{
  layer = 0,
  x = 896,
  y = 32,
  width = 288,
  height = 32,
  pattern = "244",
}

tile{
  layer = 0,
  x = 960,
  y = 0,
  width = 288,
  height = 32,
  pattern = "234",
}

tile{
  layer = 0,
  x = 96,
  y = 64,
  width = 896,
  height = 672,
  pattern = "218",
}

tile{
  layer = 0,
  x = 1024,
  y = 64,
  width = 224,
  height = 32,
  pattern = "219",
}

tile{
  layer = 0,
  x = 992,
  y = 96,
  width = 224,
  height = 32,
  pattern = "230",
}

tile{
  layer = 0,
  x = 992,
  y = 64,
  width = 224,
  height = 32,
  pattern = "218",
}

tile{
  layer = 0,
  x = 1024,
  y = 96,
  width = 224,
  height = 32,
  pattern = "231",
}

tile{
  layer = 0,
  x = 1024,
  y = 128,
  width = 32,
  height = 576,
  pattern = "219",
}

tile{
  layer = 0,
  x = 992,
  y = 160,
  width = 32,
  height = 576,
  pattern = "230",
}

tile{
  layer = 0,
  x = 992,
  y = 128,
  width = 32,
  height = 576,
  pattern = "218",
}

tile{
  layer = 0,
  x = 1024,
  y = 160,
  width = 32,
  height = 576,
  pattern = "231",
}

tile{
  layer = 0,
  x = 1088,
  y = 128,
  width = 32,
  height = 576,
  pattern = "219",
}

tile{
  layer = 0,
  x = 1056,
  y = 160,
  width = 32,
  height = 576,
  pattern = "230",
}

tile{
  layer = 0,
  x = 1056,
  y = 128,
  width = 32,
  height = 576,
  pattern = "218",
}

tile{
  layer = 0,
  x = 1088,
  y = 160,
  width = 32,
  height = 576,
  pattern = "231",
}

tile{
  layer = 0,
  x = 1152,
  y = 128,
  width = 32,
  height = 576,
  pattern = "219",
}

tile{
  layer = 0,
  x = 1120,
  y = 160,
  width = 32,
  height = 576,
  pattern = "230",
}

tile{
  layer = 0,
  x = 1120,
  y = 128,
  width = 32,
  height = 576,
  pattern = "218",
}

tile{
  layer = 0,
  x = 1152,
  y = 704,
  width = 32,
  height = 32,
  pattern = "231",
}

tile{
  layer = 0,
  x = 1216,
  y = 128,
  width = 32,
  height = 576,
  pattern = "219",
}

tile{
  layer = 0,
  x = 1184,
  y = 160,
  width = 32,
  height = 576,
  pattern = "230",
}

tile{
  layer = 0,
  x = 1184,
  y = 128,
  width = 32,
  height = 576,
  pattern = "218",
}

tile{
  layer = 0,
  x = 1216,
  y = 160,
  width = 32,
  height = 576,
  pattern = "231",
}

tile{
  layer = 0,
  x = 408,
  y = 104,
  width = 32,
  height = 32,
  pattern = "210",
}

tile{
  layer = 0,
  x = 408,
  y = 72,
  width = 32,
  height = 32,
  pattern = "198",
}

tile{
  layer = 0,
  x = 504,
  y = 72,
  width = 32,
  height = 32,
  pattern = "201",
}

tile{
  layer = 0,
  x = 568,
  y = 40,
  width = 32,
  height = 32,
  pattern = "191",
}

tile{
  layer = 0,
  x = 536,
  y = 104,
  width = 32,
  height = 32,
  pattern = "214",
}

tile{
  layer = 0,
  x = 440,
  y = 104,
  width = 32,
  height = 32,
  pattern = "211",
}

tile{
  layer = 0,
  x = 472,
  y = 8,
  width = 32,
  height = 32,
  pattern = "176",
}

tile{
  layer = 0,
  x = 568,
  y = 104,
  width = 32,
  height = 32,
  pattern = "215",
}

tile{
  layer = 0,
  x = 504,
  y = 8,
  width = 32,
  height = 32,
  pattern = "177",
}

tile{
  layer = 0,
  x = 376,
  y = 8,
  width = 32,
  height = 32,
  pattern = "173",
}

tile{
  layer = 0,
  x = 568,
  y = 8,
  width = 32,
  height = 32,
  pattern = "179",
}

tile{
  layer = 0,
  x = 504,
  y = 40,
  width = 32,
  height = 32,
  pattern = "189",
}

tile{
  layer = 0,
  x = 408,
  y = 8,
  width = 32,
  height = 32,
  pattern = "174",
}

tile{
  layer = 0,
