properties{
  x = 0,
  y = 0,
  width = 1280,
  height = 736,
  tileset = "tileset2",
  music = "8-bit/03 - HWV 56 - Why do the nations so furiously rage together",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 1280,
  height = 736,
  pattern = "218",
}

tile{
  layer = 0,
  x = 160,
  y = 352,
  width = 32,
  height = 32,
  pattern = "302",
}

tile{
  layer = 0,
  x = 0,
  y = 352,
  width = 160,
  height = 32,
  pattern = "305",
}

tile{
  layer = 0,
  x = 0,
  y = 256,
  width = 160,
  height = 32,
  pattern = "281",
}

tile{
  layer = 0,
  x = 0,
  y = 288,
  width = 192,
  height = 64,
  pattern = "293",
}

tile{
  layer = 0,
  x = 160,
  y = 256,
  width = 32,
  height = 32,
  pattern = "290",
}

tile{
  layer = 0,
  x = 160,
  y = 160,
  width = 32,
  height = 96,
  pattern = "292",
}

tile{
  layer = 0,
  x = 160,
  y = 128,
  width = 32,
  height = 32,
  pattern = "280",
}

tile{
  layer = 0,
  x = 192,
  y = 128,
  width = 288,
  height = 32,
  pattern = "281",
}

tile{
  layer = 0,
  x = 480,
  y = 128,
  width = 32,
  height = 32,
  pattern = "282",
}

tile{
  layer = 0,
  x = 480,
  y = 160,
  width = 32,
  height = 64,
  pattern = "294",
}

tile{
  layer = 0,
  x = 480,
  y = 224,
  width = 32,
  height = 32,
  pattern = "291",
}

tile{
  layer = 0,
  x = 512,
  y = 224,
  width = 320,
  height = 32,
  pattern = "281",
}

tile{
  layer = 0,
  x = 160,
  y = 384,
  width = 32,
  height = 224,
  pattern = "292",
}

tile{
  layer = 0,
  x = 160,
  y = 608,
  width = 32,
  height = 32,
  pattern = "304",
}

tile{
  layer = 0,
  x = 192,
  y = 608,
  width = 928,
  height = 32,
  pattern = "305",
}

tile{
  layer = 0,
  x = 1120,
  y = 608,
  width = 32,
  height = 32,
  pattern = "306",
}

tile{
  layer = 0,
  x = 1120,
  y = 128,
  width = 32,
  height = 32,
  pattern = "282",
}

tile{
  layer = 0,
  x = 864,
  y = 128,
  width = 256,
  height = 32,
  pattern = "281",
}

tile{
  layer = 0,
  x = 832,
  y = 128,
  width = 32,
  height = 32,
  pattern = "280",
}

tile{
  layer = 0,
  x = 832,
  y = 160,
  width = 32,
  height = 64,
  pattern = "292",
}

tile{
  layer = 0,
  x = 832,
  y = 224,
  width = 32,
  height = 32,
  pattern = "290",
}

tile{
  layer = 0,
  x = 1120,
  y = 448,
  width = 32,
  height = 32,
  pattern = "303",
}

tile{
  layer = 0,
  x = 1120,
  y = 480,
  width = 32,
  height = 128,
  pattern = "294",
}

tile{
  layer = 0,
  x = 1120,
  y = 352,
  width = 32,
  height = 32,
  pattern = "291",
}

tile{
  layer = 0,
  x = 1120,
  y = 160,
  width = 32,
  height = 192,
  pattern = "294",
}

tile{
  layer = 0,
  x = 1120,
  y = 384,
  width = 160,
  height = 64,
  pattern = "293",
}

tile{
  layer = 0,
  x = 1152,
  y = 352,
  width = 128,
  height = 32,
  pattern = "281",
}

tile{
  layer = 0,
  x = 1152,
  y = 448,
  width = 128,
  height = 32,
  pattern = "305",
}

tile{
  layer = 0,
  x = 192,
  y = 160,
  width = 288,
  height = 448,
  pattern = "293",
}

tile{
  layer = 0,
  x = 480,
  y = 256,
  width = 384,
  height = 352,
  pattern = "293",
}

tile{
  layer = 0,
  x = 864,
  y = 160,
  width = 256,
  height = 448,
  pattern = "293",
}

destination{
  layer = 0,
  x = 16,
  y = 341,
  direction = 1,
}

teletransporter{
  layer = 0,
  x = 1264,
  y = 344,
  width = 16,
  height = 128,
  destination_map = "mageboss/mage1",
}

wall{
  layer = 0,
  x = 0,
  y = 248,
  width = 160,
  height = 16,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 152,
  y = 136,
  width = 16,
  height = 128,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 160,
  y = 120,
  width = 344,
  height = 16,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 504,
  y = 136,
  width = 16,
  height = 96,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 520,
  y = 216,
  width = 312,
  height = 16,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 824,
  y = 120,
  width = 16,
  height = 112,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 832,
  y = 120,
  width = 320,
  height = 16,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 1144,
  y = 128,
  width = 16,
  height = 232,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 1152,
  y = 344,
  width = 136,
  height = 16,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 1144,
  y = 456,
  width = 152,
  height = 16,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 1144,
  y = 456,
  width = 16,
  height = 176,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 160,
  y = 616,
  width = 992,
  height = 16,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 152,
  y = 360,
  width = 8,
  height = 272,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
